"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","BaseName","Target","LinkType","Name","FullName","Parent","Exists","Root","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\urllib3\util\__pycache__\response.cpython-312.pyc","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\urllib3\util\__pycache__","response.cpython-312.pyc","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","response.cpython-312","System.Collections.Generic.List`1[System.String]",,"response.cpython-312.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\urllib3\util\__pycache__\response.cpython-312.pyc",,"True",,".pyc","2025-08-27 7:25:01 PM","2025-08-27 11:25:01 PM","2025-08-31 8:55:58 AM","2025-08-31 12:55:58 PM","2025-08-27 7:25:01 PM","2025-08-27 11:25:01 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\urllib3\__pycache__\response.cpython-312.pyc","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\urllib3\__pycache__","response.cpython-312.pyc","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","response.cpython-312","System.Collections.Generic.List`1[System.String]",,"response.cpython-312.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\urllib3\__pycache__\response.cpython-312.pyc",,"True",,".pyc","2025-08-27 7:24:59 PM","2025-08-27 11:24:59 PM","2025-08-31 8:55:58 AM","2025-08-31 12:55:58 PM","2025-08-27 7:24:59 PM","2025-08-27 11:24:59 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\urllib\response.py","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\urllib","response.py","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","response","System.Collections.Generic.List`1[System.String]","HardLink","response.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\urllib\response.py",,"True",,".py","2025-08-27 7:24:33 PM","2025-08-27 11:24:33 PM","2025-04-08 7:35:47 AM","2025-04-08 11:35:47 AM","2025-04-08 7:35:47 AM","2025-04-08 11:35:47 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\urllib\__pycache__\response.cpython-312.pyc","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\urllib\__pycache__","response.cpython-312.pyc","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","response.cpython-312","System.Collections.Generic.List`1[System.String]","HardLink","response.cpython-312.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\urllib\__pycache__\response.cpython-312.pyc",,"True",,".pyc","2025-08-27 7:24:31 PM","2025-08-27 11:24:31 PM","2025-08-31 8:55:58 AM","2025-08-31 12:55:58 PM","2025-04-10 6:11:55 PM","2025-04-10 10:11:55 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\share\perl5\vendor_perl\HTTP\Response.pm","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\share\perl5\vendor_perl\HTTP","Response.pm","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","Response","System.Collections.Generic.List`1[System.String]","HardLink","Response.pm","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\git-2.51.0-h57928b3_0\Library\usr\share\perl5\vendor_perl\HTTP\Response.pm",,"True",,".pm","2025-08-27 8:08:03 PM","2025-08-28 12:08:03 AM","2025-08-19 4:52:03 AM","2025-08-19 8:52:03 AM","2025-08-19 4:52:03 AM","2025-08-19 8:52:03 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\pip-25.1.1-pyh8b19718_0\site-packages\pip\_vendor\urllib3\response.py","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\pip-25.1.1-pyh8b19718_0\site-packages\pip\_vendor\urllib3","response.py","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","response","System.Collections.Generic.List`1[System.String]","HardLink","response.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\pip-25.1.1-pyh8b19718_0\site-packages\pip\_vendor\urllib3\response.py",,"True",,".py","2025-08-27 7:24:30 PM","2025-08-27 11:24:30 PM","2025-08-27 7:24:56 PM","2025-08-27 11:24:56 PM","2025-05-03 1:26:18 AM","2025-05-03 5:26:18 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\pip-25.1.1-pyh8b19718_0\site-packages\pip\_vendor\urllib3\util\response.py","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\pip-25.1.1-pyh8b19718_0\site-packages\pip\_vendor\urllib3\util","response.py","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","response","System.Collections.Generic.List`1[System.String]","HardLink","response.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\pip-25.1.1-pyh8b19718_0\site-packages\pip\_vendor\urllib3\util\response.py",,"True",,".py","2025-08-27 7:24:29 PM","2025-08-27 11:24:29 PM","2025-08-27 7:24:47 PM","2025-08-27 11:24:47 PM","2025-05-03 1:26:18 AM","2025-05-03 5:26:18 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\pip-25.2-pyh8b19718_0\site-packages\pip\_vendor\urllib3\response.py","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\pip-25.2-pyh8b19718_0\site-packages\pip\_vendor\urllib3","response.py","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","response","System.Collections.Generic.List`1[System.String]","HardLink","response.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\pip-25.2-pyh8b19718_0\site-packages\pip\_vendor\urllib3\response.py",,"True",,".py","2025-08-27 7:26:34 PM","2025-08-27 11:26:34 PM","2025-08-27 7:27:21 PM","2025-08-27 11:27:21 PM","2025-07-30 9:22:50 PM","2025-07-31 1:22:50 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\pip-25.2-pyh8b19718_0\site-packages\pip\_vendor\urllib3\util\response.py","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\pip-25.2-pyh8b19718_0\site-packages\pip\_vendor\urllib3\util","response.py","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","response","System.Collections.Generic.List`1[System.String]","HardLink","response.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\pip-25.2-pyh8b19718_0\site-packages\pip\_vendor\urllib3\util\response.py",,"True",,".py","2025-08-27 7:26:34 PM","2025-08-27 11:26:34 PM","2025-08-27 7:27:15 PM","2025-08-27 11:27:15 PM","2025-07-30 9:22:50 PM","2025-07-31 1:22:50 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\python-3.11.13-h3f84c4b_0_cpython\Lib\urllib\response.py","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\python-3.11.13-h3f84c4b_0_cpython\Lib\urllib","response.py","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","response","System.Collections.Generic.List`1[System.String]","HardLink","response.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\python-3.11.13-h3f84c4b_0_cpython\Lib\urllib\response.py",,"True",,".py","2025-08-27 7:27:08 PM","2025-08-27 11:27:08 PM","2025-06-03 2:38:25 PM","2025-06-03 6:38:25 PM","2025-06-03 2:38:25 PM","2025-06-03 6:38:25 PM","Archive"
