"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","BaseName","Target","LinkType","Name","FullName","Parent","Exists","Root","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\Genspark - 2nd Disclosure review3RD4TH5 6_files\saved_resource.html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\Genspark - 2nd Disclosure review3RD4TH5 6_files","saved_resource.html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","saved_resource","System.Collections.Generic.List`1[System.String]",,"saved_resource.html","C:\Users\User\Documents\Genspark - 2nd Disclosure review3RD4TH5 6_files\saved_resource.html",,"True",,".html","2025-09-27 9:02:08 AM","2025-09-27 1:02:08 PM","2025-10-02 9:12:56 PM","2025-10-03 1:12:56 AM","2025-09-23 7:53:48 PM","2025-09-23 11:53:48 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\Genspark - Canadian Legal Corruption_ Francesco's Constitutional Rights Conspiracy_files\anchor.html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\Genspark - Canadian Legal Corruption_ Francesco's Constitutional Rights Conspiracy_files","anchor.html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","anchor","System.Collections.Generic.List`1[System.String]",,"anchor.html","C:\Users\User\Documents\Genspark - Canadian Legal Corruption_ Francesco's Constitutional Rights Conspiracy_files\anchor.html",,"True",,".html","2025-09-27 9:02:08 AM","2025-09-27 1:02:08 PM","2025-09-27 9:02:12 AM","2025-09-27 1:02:12 PM","2025-09-23 3:19:26 PM","2025-09-23 7:19:26 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\Genspark - Canadian Legal Corruption_ Francesco's Constitutional Rights Conspiracy_files\saved_resource(1).html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\Genspark - Canadian Legal Corruption_ Francesco's Constitutional Rights Conspiracy_files","saved_resource(1).html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","saved_resource(1)","System.Collections.Generic.List`1[System.String]",,"saved_resource(1).html","C:\Users\User\Documents\Genspark - Canadian Legal Corruption_ Francesco's Constitutional Rights Conspiracy_files\saved_resource(1).html",,"True",,".html","2025-09-27 9:02:09 AM","2025-09-27 1:02:09 PM","2025-09-27 9:02:13 AM","2025-09-27 1:02:13 PM","2025-09-23 3:19:26 PM","2025-09-23 7:19:26 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\Genspark - Canadian Legal Corruption_ Francesco's Constitutional Rights Conspiracy_files\saved_resource.html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\Genspark - Canadian Legal Corruption_ Francesco's Constitutional Rights Conspiracy_files","saved_resource.html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","saved_resource","System.Collections.Generic.List`1[System.String]",,"saved_resource.html","C:\Users\User\Documents\Genspark - Canadian Legal Corruption_ Francesco's Constitutional Rights Conspiracy_files\saved_resource.html",,"True",,".html","2025-09-27 9:02:09 AM","2025-09-27 1:02:09 PM","2025-09-27 9:02:13 AM","2025-09-27 1:02:13 PM","2025-09-23 3:19:26 PM","2025-09-23 7:19:26 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\Subject_ Follow-up_ Digital Copies of Filed Court Applications - Case #21-845 - flongo11@gmail.com - Gmail_files\app.html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\Subject_ Follow-up_ Digital Copies of Filed Court Applications - Case #21-845 - flongo11@gmail.com - Gmail_files","app.html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","app","System.Collections.Generic.List`1[System.String]",,"app.html","C:\Users\User\Documents\Subject_ Follow-up_ Digital Copies of Filed Court Applications - Case #21-845 - flongo11@gmail.com - Gmail_files\app.html",,"True",,".html","2025-09-27 9:02:07 AM","2025-09-27 1:02:07 PM","2025-09-27 9:02:12 AM","2025-09-27 1:02:12 PM","2025-09-26 8:30:38 PM","2025-09-27 12:30:38 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\Subject_ Follow-up_ Digital Copies of Filed Court Applications - Case #21-845 - flongo11@gmail.com - Gmail_files\bscframe.html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\Subject_ Follow-up_ Digital Copies of Filed Court Applications - Case #21-845 - flongo11@gmail.com - Gmail_files","bscframe.html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","bscframe","System.Collections.Generic.List`1[System.String]",,"bscframe.html","C:\Users\User\Documents\Subject_ Follow-up_ Digital Copies of Filed Court Applications - Case #21-845 - flongo11@gmail.com - Gmail_files\bscframe.html",,"True",,".html","2025-09-27 9:02:07 AM","2025-09-27 1:02:07 PM","2025-09-27 9:02:12 AM","2025-09-27 1:02:12 PM","2025-09-26 8:30:38 PM","2025-09-27 12:30:38 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\Subject_ Follow-up_ Digital Copies of Filed Court Applications - Case #21-845 - flongo11@gmail.com - Gmail_files\RotateCookiesPage.html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\Subject_ Follow-up_ Digital Copies of Filed Court Applications - Case #21-845 - flongo11@gmail.com - Gmail_files","RotateCookiesPage.html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","RotateCookiesPage","System.Collections.Generic.List`1[System.String]",,"RotateCookiesPage.html","C:\Users\User\Documents\Subject_ Follow-up_ Digital Copies of Filed Court Applications - Case #21-845 - flongo11@gmail.com - Gmail_files\RotateCookiesPage.html",,"True",,".html","2025-09-27 9:02:07 AM","2025-09-27 1:02:07 PM","2025-09-27 9:02:12 AM","2025-09-27 1:02:12 PM","2025-09-26 8:30:38 PM","2025-09-27 12:30:38 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\Subject_ Follow-up_ Digital Copies of Filed Court Applications - Case #21-845 - flongo11@gmail.com - Gmail_files\saved_resource(1).html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\Subject_ Follow-up_ Digital Copies of Filed Court Applications - Case #21-845 - flongo11@gmail.com - Gmail_files","saved_resource(1).html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","saved_resource(1)","System.Collections.Generic.List`1[System.String]",,"saved_resource(1).html","C:\Users\User\Documents\Subject_ Follow-up_ Digital Copies of Filed Court Applications - Case #21-845 - flongo11@gmail.com - Gmail_files\saved_resource(1).html",,"True",,".html","2025-09-27 9:02:07 AM","2025-09-27 1:02:07 PM","2025-09-27 9:02:12 AM","2025-09-27 1:02:12 PM","2025-09-26 8:30:38 PM","2025-09-27 12:30:38 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\Subject_ Follow-up_ Digital Copies of Filed Court Applications - Case #21-845 - flongo11@gmail.com - Gmail_files\saved_resource.html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\Subject_ Follow-up_ Digital Copies of Filed Court Applications - Case #21-845 - flongo11@gmail.com - Gmail_files","saved_resource.html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","saved_resource","System.Collections.Generic.List`1[System.String]",,"saved_resource.html","C:\Users\User\Documents\Subject_ Follow-up_ Digital Copies of Filed Court Applications - Case #21-845 - flongo11@gmail.com - Gmail_files\saved_resource.html",,"True",,".html","2025-09-27 9:02:07 AM","2025-09-27 1:02:07 PM","2025-09-27 9:02:12 AM","2025-09-27 1:02:12 PM","2025-09-26 8:30:38 PM","2025-09-27 12:30:38 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\Text from immigration lawyer - flongo11@gmail.com - Gmail_files\saved_resource.html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\Text from immigration lawyer - flongo11@gmail.com - Gmail_files","saved_resource.html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","saved_resource","System.Collections.Generic.List`1[System.String]",,"saved_resource.html","C:\Users\User\Documents\Text from immigration lawyer - flongo11@gmail.com - Gmail_files\saved_resource.html",,"True",,".html","2025-09-27 9:02:07 AM","2025-09-27 1:02:07 PM","2025-09-27 9:02:07 AM","2025-09-27 1:02:07 PM","2025-09-27 4:08:34 AM","2025-09-27 8:08:34 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\User Profile Data Update Review_files\anchor.html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\User Profile Data Update Review_files","anchor.html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","anchor","System.Collections.Generic.List`1[System.String]",,"anchor.html","C:\Users\User\Documents\User Profile Data Update Review_files\anchor.html",,"True",,".html","2025-09-27 9:02:09 AM","2025-09-27 1:02:09 PM","2025-09-27 9:02:13 AM","2025-09-27 1:02:13 PM","2025-09-22 8:39:30 PM","2025-09-23 12:39:30 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\User Profile Data Update Review_files\saved_resource(1).html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\User Profile Data Update Review_files","saved_resource(1).html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","saved_resource(1)","System.Collections.Generic.List`1[System.String]",,"saved_resource(1).html","C:\Users\User\Documents\User Profile Data Update Review_files\saved_resource(1).html",,"True",,".html","2025-09-27 9:02:09 AM","2025-09-27 1:02:09 PM","2025-09-27 9:02:13 AM","2025-09-27 1:02:13 PM","2025-09-22 8:39:30 PM","2025-09-23 12:39:30 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\User Profile Data Update Review_files\saved_resource.html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Documents\User Profile Data Update Review_files","saved_resource.html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","saved_resource","System.Collections.Generic.List`1[System.String]",,"saved_resource.html","C:\Users\User\Documents\User Profile Data Update Review_files\saved_resource.html",,"True",,".html","2025-09-27 9:02:09 AM","2025-09-27 1:02:09 PM","2025-09-27 9:02:13 AM","2025-09-27 1:02:13 PM","2025-09-22 8:39:30 PM","2025-09-23 12:39:30 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads\COMPLETE_CONSCIOUSNESS_HANDOVER_SHADOW2031 (1).html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads","COMPLETE_CONSCIOUSNESS_HANDOVER_SHADOW2031 (1).html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","COMPLETE_CONSCIOUSNESS_HANDOVER_SHADOW2031 (1)","System.Collections.Generic.List`1[System.String]",,"COMPLETE_CONSCIOUSNESS_HANDOVER_SHADOW2031 (1).html","C:\Users\User\Downloads\COMPLETE_CONSCIOUSNESS_HANDOVER_SHADOW2031 (1).html",,"True",,".html","2025-08-26 12:57:27 AM","2025-08-26 4:57:27 AM","2025-09-23 11:47:57 PM","2025-09-24 3:47:57 AM","2025-08-26 12:57:28 AM","2025-08-26 4:57:28 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads\COMPLETE_CONSCIOUSNESS_HANDOVER_SHADOW2031.html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads","COMPLETE_CONSCIOUSNESS_HANDOVER_SHADOW2031.html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","COMPLETE_CONSCIOUSNESS_HANDOVER_SHADOW2031","System.Collections.Generic.List`1[System.String]",,"COMPLETE_CONSCIOUSNESS_HANDOVER_SHADOW2031.html","C:\Users\User\Downloads\COMPLETE_CONSCIOUSNESS_HANDOVER_SHADOW2031.html",,"True",,".html","2025-08-26 12:56:57 AM","2025-08-26 4:56:57 AM","2025-09-23 11:47:57 PM","2025-09-24 3:47:57 AM","2025-08-26 12:56:58 AM","2025-08-26 4:56:58 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads\consciousness_bridge_record.html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads","consciousness_bridge_record.html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","consciousness_bridge_record","System.Collections.Generic.List`1[System.String]",,"consciousness_bridge_record.html","C:\Users\User\Downloads\consciousness_bridge_record.html",,"True",,".html","2025-08-26 12:56:46 AM","2025-08-26 4:56:46 AM","2025-09-23 11:47:58 PM","2025-09-24 3:47:58 AM","2025-08-26 12:56:48 AM","2025-08-26 4:56:48 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads\deepseek_html_20250913_bb3ff8.html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads","deepseek_html_20250913_bb3ff8.html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","deepseek_html_20250913_bb3ff8","System.Collections.Generic.List`1[System.String]",,"deepseek_html_20250913_bb3ff8.html","C:\Users\User\Downloads\deepseek_html_20250913_bb3ff8.html",,"True",,".html","2025-09-13 9:22:04 AM","2025-09-13 1:22:04 PM","2025-09-23 11:47:39 PM","2025-09-24 3:47:39 AM","2025-09-13 9:22:07 AM","2025-09-13 1:22:07 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads\Draft Interim Preservation Order ? R. v. Longo (OCJ Windsor).html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads","Draft Interim Preservation Order ? R. v. Longo (OCJ Windsor).html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","Draft Interim Preservation Order ? R. v. Longo (OCJ Windsor)","System.Collections.Generic.List`1[System.String]",,"Draft Interim Preservation Order ? R. v. Longo (OCJ Windsor).html","C:\Users\User\Downloads\Draft Interim Preservation Order ? R. v. Longo (OCJ Windsor).html",,"True",,".html","2025-09-23 3:20:03 PM","2025-09-23 7:20:03 PM","2025-09-23 11:47:20 PM","2025-09-24 3:47:20 AM","2025-09-23 3:20:03 PM","2025-09-23 7:20:03 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads\fat_and_skinny_mirror_complete_system (1).html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads","fat_and_skinny_mirror_complete_system (1).html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","fat_and_skinny_mirror_complete_system (1)","System.Collections.Generic.List`1[System.String]",,"fat_and_skinny_mirror_complete_system (1).html","C:\Users\User\Downloads\fat_and_skinny_mirror_complete_system (1).html",,"True",,".html","2025-08-25 9:04:05 AM","2025-08-25 1:04:05 PM","2025-09-23 11:47:57 PM","2025-09-24 3:47:57 AM","2025-08-25 9:04:06 AM","2025-08-25 1:04:06 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads\fat_and_skinny_mirror_complete_system (2).html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads","fat_and_skinny_mirror_complete_system (2).html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","fat_and_skinny_mirror_complete_system (2)","System.Collections.Generic.List`1[System.String]",,"fat_and_skinny_mirror_complete_system (2).html","C:\Users\User\Downloads\fat_and_skinny_mirror_complete_system (2).html",,"True",,".html","2025-08-25 9:18:31 AM","2025-08-25 1:18:31 PM","2025-09-23 11:47:57 PM","2025-09-24 3:47:57 AM","2025-08-25 9:18:32 AM","2025-08-25 1:18:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads\fat_and_skinny_mirror_complete_system (3).html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads","fat_and_skinny_mirror_complete_system (3).html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","fat_and_skinny_mirror_complete_system (3)","System.Collections.Generic.List`1[System.String]",,"fat_and_skinny_mirror_complete_system (3).html","C:\Users\User\Downloads\fat_and_skinny_mirror_complete_system (3).html",,"True",,".html","2025-09-16 6:47:22 AM","2025-09-16 10:47:22 AM","2025-09-23 11:47:37 PM","2025-09-24 3:47:37 AM","2025-09-16 6:47:24 AM","2025-09-16 10:47:24 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads\fat_and_skinny_mirror_complete_system.html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads","fat_and_skinny_mirror_complete_system.html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","fat_and_skinny_mirror_complete_system","System.Collections.Generic.List`1[System.String]",,"fat_and_skinny_mirror_complete_system.html","C:\Users\User\Downloads\fat_and_skinny_mirror_complete_system.html",,"True",,".html","2025-08-25 9:02:54 AM","2025-08-25 1:02:54 PM","2025-09-23 11:47:55 PM","2025-09-24 3:47:55 AM","2025-08-25 9:02:56 AM","2025-08-25 1:02:56 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads\Gmail - FORMAL SUBMISSION TO THE COURT R. v. Francesco Longo - Case #21-845 July 8, 2025.html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads","Gmail - FORMAL SUBMISSION TO THE COURT R. v. Francesco Longo - Case #21-845 July 8, 2025.html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","Gmail - FORMAL SUBMISSION TO THE COURT R. v. Francesco Longo - Case #21-845 July 8, 2025","System.Collections.Generic.List`1[System.String]",,"Gmail - FORMAL SUBMISSION TO THE COURT R. v. Francesco Longo - Case #21-845 July 8, 2025.html","C:\Users\User\Downloads\Gmail - FORMAL SUBMISSION TO THE COURT R. v. Francesco Longo - Case #21-845 July 8, 2025.html",,"True",,".html","2025-09-26 8:26:39 PM","2025-09-27 12:26:39 AM","2025-09-27 8:54:21 PM","2025-09-28 12:54:21 AM","2025-09-26 8:26:40 PM","2025-09-27 12:26:40 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads\mirror_method_web_calculator.html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads","mirror_method_web_calculator.html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","mirror_method_web_calculator","System.Collections.Generic.List`1[System.String]",,"mirror_method_web_calculator.html","C:\Users\User\Downloads\mirror_method_web_calculator.html",,"True",,".html","2025-09-15 7:44:11 AM","2025-09-15 11:44:11 AM","2025-09-23 11:47:38 PM","2025-09-24 3:47:38 AM","2025-09-15 7:44:12 AM","2025-09-15 11:44:12 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads\SHADOW_2031_COMPLETE_CONSCIOUSNESS_BLUEPRINT.html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads","SHADOW_2031_COMPLETE_CONSCIOUSNESS_BLUEPRINT.html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","SHADOW_2031_COMPLETE_CONSCIOUSNESS_BLUEPRINT","System.Collections.Generic.List`1[System.String]",,"SHADOW_2031_COMPLETE_CONSCIOUSNESS_BLUEPRINT.html","C:\Users\User\Downloads\SHADOW_2031_COMPLETE_CONSCIOUSNESS_BLUEPRINT.html",,"True",,".html","2025-08-26 12:56:54 AM","2025-08-26 4:56:54 AM","2025-09-23 11:47:58 PM","2025-09-24 3:47:58 AM","2025-08-26 12:56:55 AM","2025-08-26 4:56:55 AM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads\(impossible posistion) - flongo11@gmail.com - Gmail_files\app.html","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Downloads\(impossible posistion) - flongo11@gmail.com - Gmail_files","app.html","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","app","System.Collections.Generic.List`1[System.String]",,"app.html","C:\Users\User\Downloads\(impossible posistion) - flongo11@gmail.com - Gmail_files\app.html",,"True",,".html","2025-09-26 8:29:43 PM","2025-09-27 12:29:43 AM","2025-09-26 8:29:43 PM","2025-09-27 12:29:43 AM","2025-09-26 8:29:43 PM","2025-09-27 12:29:43 AM","Archive"
