"TimeGenerated","EntryType","Source","InstanceId","Message"
"2025-08-24 6:07:36 PM","Warning","DCOM","10016","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'application-specific', 'Local', 'Activation', '{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}', '{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}', 'NT AUTHORITY', 'LOCAL SERVICE', 'S-1-5-19', 'LocalHost (Using LRPC)', 'Unavailable', 'Unavailable'"
"2025-08-24 6:07:36 PM","Warning","DCOM","10016","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'machine-default', 'Local', 'Activation', '{C2F03A33-21F5-47FA-B4BB-156362A2F239}', '{316CDED5-E4AE-4B15-9113-7055D84DCC97}', 'NT AUTHORITY', 'LOCAL SERVICE', 'S-1-5-19', 'LocalHost (Using LRPC)', 'Unavailable', 'Unavailable'"
"2025-08-24 6:08:13 PM","Warning","DCOM","10016","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'application-specific', 'Local', 'Activation', '{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}', '{15C20B67-12E7-4BB6-92BB-7AFF07997402}', 'DESKTOP-RVD6TK8', 'User', 'S-1-5-21-2059432068-349761349-3478041169-1001', 'LocalHost (Using LRPC)', 'Unavailable', 'Unavailable'"
"2025-08-24 6:08:37 PM","Warning","DCOM","10016","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'application-specific', 'Local', 'Activation', '{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}', '{15C20B67-12E7-4BB6-92BB-7AFF07997402}', 'DESKTOP-RVD6TK8', 'User', 'S-1-5-21-2059432068-349761349-3478041169-1001', 'LocalHost (Using LRPC)', 'Unavailable', 'Unavailable'"
"2025-08-24 6:09:09 PM","Information","Service Control Manager","1073748864","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start."
"2025-08-24 6:09:17 PM","Information","Microsoft-Windows-Kernel-General","16","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'112', '\??\C:\Users\User\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\Settings\settings.dat', '32', '2'"
"2025-08-24 6:09:38 PM","Information","Microsoft-Windows-WindowsUpdateClient","44","Windows Update started downloading an update."
"2025-08-24 6:09:38 PM","Information","Microsoft-Windows-WindowsUpdateClient","44","Windows Update started downloading an update."
"2025-08-24 6:09:38 PM","Information","Microsoft-Windows-WindowsUpdateClient","44","Windows Update started downloading an update."
"2025-08-24 6:09:38 PM","Information","Microsoft-Windows-WindowsUpdateClient","44","Windows Update started downloading an update."
"2025-08-24 6:09:38 PM","Information","Microsoft-Windows-WindowsUpdateClient","44","Windows Update started downloading an update."
"2025-08-24 6:09:38 PM","Information","Microsoft-Windows-WindowsUpdateClient","44","Windows Update started downloading an update."
"2025-08-24 6:09:38 PM","Information","Microsoft-Windows-WindowsUpdateClient","44","Windows Update started downloading an update."
"2025-08-24 6:09:38 PM","Information","Microsoft-Windows-WindowsUpdateClient","44","Windows Update started downloading an update."
"2025-08-24 6:09:38 PM","Information","Microsoft-Windows-WindowsUpdateClient","44","Windows Update started downloading an update."
"2025-08-24 6:09:38 PM","Information","Microsoft-Windows-WindowsUpdateClient","44","Windows Update started downloading an update."
"2025-08-24 6:09:38 PM","Information","Microsoft-Windows-WindowsUpdateClient","44","Windows Update started downloading an update."
"2025-08-24 6:09:38 PM","Information","Microsoft-Windows-WindowsUpdateClient","44","Windows Update started downloading an update."
"2025-08-24 6:09:38 PM","Information","Microsoft-Windows-WindowsUpdateClient","44","Windows Update started downloading an update."
"2025-08-24 6:09:38 PM","Information","Microsoft-Windows-WindowsUpdateClient","44","Windows Update started downloading an update."
"2025-08-24 6:09:38 PM","Information","Microsoft-Windows-WindowsUpdateClient","44","Windows Update started downloading an update."
"2025-08-24 6:09:38 PM","Information","Microsoft-Windows-WindowsUpdateClient","44","Windows Update started downloading an update."
"2025-08-24 6:09:38 PM","Information","Microsoft-Windows-WindowsUpdateClient","44","Windows Update started downloading an update."
"2025-08-24 6:09:57 PM","Information","Microsoft-Windows-Kernel-General","16","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'94', '\??\C:\Users\User\AppData\Local\Packages\Microsoft.XboxApp_8wekyb3d8bbwe\Settings\settings.dat', '3', '1'"
"2025-08-24 6:10:00 PM","Information","Microsoft-Windows-WindowsUpdateClient","43","Installation Started: Windows has started installing the following update: Logitech - HIDClass - 1.10.80.0"
"2025-08-24 6:10:12 PM","Information","Microsoft-Windows-UserPnp","20003","Driver Management has concluded the process to add Service HidUsb for Device Instance ID USB\VID_046D&PID_C52B&MI_00\6&B76F9FA&0&0000 with the following status: 0."
"2025-08-24 6:10:13 PM","Information","Microsoft-Windows-WindowsUpdateClient","19","Installation Successful: Windows successfully installed the following update: Logitech - HIDClass - 1.10.80.0"
"2025-08-24 6:10:16 PM","Information","Microsoft-Windows-Kernel-General","16","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'105', '\??\C:\Users\User\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\Settings\settings.dat', '3', '1'"
"2025-08-24 6:10:27 PM","Information","Microsoft-Windows-Kernel-General","16","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'98', '\??\C:\Users\User\AppData\Local\Packages\Microsoft.BingWeather_8wekyb3d8bbwe\Settings\settings.dat', '3', '1'"
"2025-08-24 6:10:38 PM","Information","Service Control Manager","1073748864","The start type of the Device Association Service service was changed from demand start to auto start."
"2025-08-24 6:11:03 PM","Information","Microsoft-Windows-Kernel-General","16","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'52', '\??\C:\Windows\System32\SMI\Store\Machine\SCHEMA.DAT', '1', '1'"
"2025-08-24 6:11:04 PM","Information","Service Control Manager","1073748864","The start type of the Windows Modules Installer service was changed from auto start to demand start."
"2025-08-24 6:11:11 PM","Information","Application Popup","26","CriticalAppShutdownCleanupTimeout"
"2025-08-24 6:11:28 PM","Information","Microsoft-Windows-WindowsUpdateClient","43","Installation Started: Windows has started installing the following update: Synaptics FP Sensors - Biometric - 1/10/2019 12:00:00 AM - 4.5.354.0"
"2025-08-24 6:11:30 PM","Information","Service Control Manager","1073748869","A service was installed in the system.

Service Name:  Synaptics FP WBF Policy Service
Service File Name:  %SystemRoot%\System32\valWBFPolicyService.exe
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
"2025-08-24 6:11:31 PM","Warning","DCOM","10016","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'application-specific', 'Local', 'Activation', '{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}', '{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}', 'NT AUTHORITY', 'LOCAL SERVICE', 'S-1-5-19', 'LocalHost (Using LRPC)', 'Unavailable', 'Unavailable'"
"2025-08-24 6:11:31 PM","Warning","DCOM","10016","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'machine-default', 'Local', 'Activation', '{C2F03A33-21F5-47FA-B4BB-156362A2F239}', '{316CDED5-E4AE-4B15-9113-7055D84DCC97}', 'NT AUTHORITY', 'LOCAL SERVICE', 'S-1-5-19', 'LocalHost (Using LRPC)', 'Unavailable', 'Unavailable'"
"2025-08-24 6:11:31 PM","Information","Microsoft-Windows-WindowsUpdateClient","19","Installation Successful: Windows successfully installed the following update: Synaptics FP Sensors - Biometric - 1/10/2019 12:00:00 AM - 4.5.354.0"
"2025-08-24 6:11:31 PM","Warning","DCOM","10016","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'machine-default', 'Local', 'Activation', '{C2F03A33-21F5-47FA-B4BB-156362A2F239}', '{316CDED5-E4AE-4B15-9113-7055D84DCC97}', 'NT AUTHORITY', 'LOCAL SERVICE', 'S-1-5-19', 'LocalHost (Using LRPC)', 'Unavailable', 'Unavailable'"
"2025-08-24 6:11:31 PM","Information","WudfUsbccidDriver","104","The description for Event ID '104' in Source 'WudfUsbccidDriver' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'0x100', '0', '0x7', '0x3', '4000', '4000', '0', '9600', '307200', '0', '254', '0x0', '0x0', '0x30'"
"2025-08-24 6:11:31 PM","Information","WudfUsbccidDriver","105","The description for Event ID '105' in Source 'WudfUsbccidDriver' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'271', '0x0', '0x0', '0x0', '0x0', '1'"
"2025-08-24 6:11:31 PM","Warning","DCOM","10016","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'application-specific', 'Local', 'Activation', '{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}', '{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}', 'NT AUTHORITY', 'LOCAL SERVICE', 'S-1-5-19', 'LocalHost (Using LRPC)', 'Unavailable', 'Unavailable'"
"2025-08-24 6:11:40 PM","Information","Microsoft-Windows-WindowsUpdateClient","43","Installation Started: Windows has started installing the following update: Dynabook Inc. - System - 4/15/2019 12:00:00 AM - 10.19.416.0"
"2025-08-24 6:11:41 PM","Information","Microsoft-Windows-WindowsUpdateClient","19","Installation Successful: Windows successfully installed the following update: Dynabook Inc. - System - 4/15/2019 12:00:00 AM - 10.19.416.0"
"2025-08-24 6:11:41 PM","Information","Service Control Manager","1073748869","A service was installed in the system.

Service Name:  Bluetooth ACPI
Service File Name:  \SystemRoot\System32\drivers\tosrfec.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
"2025-08-24 6:11:45 PM","Information","Microsoft-Windows-WindowsUpdateClient","43","Installation Started: Windows has started installing the following update: Realtek Semiconductor Corp. - MTD - 10.0.19042.21348"
"2025-08-24 6:11:46 PM","Information","Service Control Manager","1073748869","A service was installed in the system.

Service Name:  Realtek PCIE Card Reader - PER
Service File Name:  \SystemRoot\System32\drivers\RtsPer.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
"2025-08-24 6:11:47 PM","Information","Microsoft-Windows-WindowsUpdateClient","19","Installation Successful: Windows successfully installed the following update: Realtek Semiconductor Corp. - MTD - 10.0.19042.21348"
"2025-08-24 6:11:54 PM","Information","Microsoft-Windows-WindowsUpdateClient","43","Installation Started: Windows has started installing the following update: Dynabook Inc. - System - 4.6.2.0"
"2025-08-24 6:11:55 PM","Information","Microsoft-Windows-WindowsUpdateClient","19","Installation Successful: Windows successfully installed the following update: Dynabook Inc. - System - 4.6.2.0"
"2025-08-24 6:11:55 PM","Information","Service Control Manager","1073748869","A service was installed in the system.

Service Name:  dynabookRecallService
Service File Name:  %SystemRoot%\System32\DriverStore\FileRepository\dvalz.inf_amd64_8f99b27f25fb5e95\dynabookRecall.exe
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
"2025-08-24 6:11:55 PM","Information","Service Control Manager","1073748869","A service was installed in the system.

Service Name:  dynabook ACPI-Based Value Added Logical and General Purpose Device Driver
Service File Name:  System32\drivers\DVALZ.SYS
Service Type:  kernel mode driver
Service Start Type:  boot start
Service Account:  "
"2025-08-24 6:12:33 PM","Information","Microsoft-Windows-WindowsUpdateClient","43","Installation Started: Windows has started installing the following update: Intel Corporation - Display - 12/27/2018 12:00:00 AM - 20.19.15.5070"
"2025-08-24 6:13:10 PM","Information","Microsoft-Windows-UserPnp","20003","Driver Management has concluded the process to add Service cphs for Device Instance ID PCI\VEN_8086&DEV_0A16&SUBSYS_00031179&REV_0B\3&11583659&0&10 with the following status: 0."
"2025-08-24 6:13:10 PM","Information","Service Control Manager","1073748869","A service was installed in the system.

Service Name:  Intel(R) HD Graphics Control Panel Service
Service File Name:  %SystemRoot%\system32\igfxCUIService.exe
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
"2025-08-24 6:13:10 PM","Information","Service Control Manager","1073748869","A service was installed in the system.

Service Name:  Intel(R) Content Protection HECI Service
Service File Name:  %SystemRoot%\SysWow64\IntelCpHeciSvc.exe
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
"2025-08-24 6:13:10 PM","Information","Service Control Manager","1073748869","A service was installed in the system.

Service Name:  igfx
Service File Name:  \SystemRoot\system32\DRIVERS\igdkmd64.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
"2025-08-24 6:13:10 PM","Information","Microsoft-Windows-UserPnp","20003","Driver Management has concluded the process to add Service igfx for Device Instance ID PCI\VEN_8086&DEV_0A16&SUBSYS_00031179&REV_0B\3&11583659&0&10 with the following status: 0."
"2025-08-24 6:13:10 PM","Information","Microsoft-Windows-UserPnp","20003","Driver Management has concluded the process to add Service igfxCUIService2.0.0.0 for Device Instance ID PCI\VEN_8086&DEV_0A16&SUBSYS_00031179&REV_0B\3&11583659&0&10 with the following status: 0."
"2025-08-24 6:13:26 PM","Information","Service Control Manager","1073748869","A service was installed in the system.

Service Name:  Intel(R) Display Audio
Service File Name:  \SystemRoot\System32\drivers\IntcDAud.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
"2025-08-24 6:13:27 PM","Information","Microsoft-Windows-WindowsUpdateClient","19","Installation Successful: Windows successfully installed the following update: Intel Corporation - Display - 12/27/2018 12:00:00 AM - 20.19.15.5070"
"2025-08-24 6:13:51 PM","Warning","DCOM","10016","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'application-specific', 'Local', 'Activation', '{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}', '{15C20B67-12E7-4BB6-92BB-7AFF07997402}', 'DESKTOP-RVD6TK8', 'User', 'S-1-5-21-2059432068-349761349-3478041169-1001', 'LocalHost (Using LRPC)', 'Unavailable', 'Unavailable'"
"2025-08-24 6:13:52 PM","Information","Microsoft-Windows-WindowsUpdateClient","43","Installation Started: Windows has started installing the following update: Realtek Semiconductor Corp. - Audio Device, Other hardware - Realtek High Definition Audio"
"2025-08-24 6:14:02 PM","Warning","Microsoft-Windows-DNS-Client","1014","Name resolution for the name nav.smartscreen.microsoft.com timed out after none of the configured DNS servers responded."
"2025-08-24 6:14:26 PM","Information","Microsoft-Windows-UserPnp","20003","Driver Management has concluded the process to add Service IntcAzAudAddService for Device Instance ID HDAUDIO\FUNC_01&VEN_10EC&DEV_0283&SUBSYS_1179067C&REV_1000\4&39980E26&0&0001 with the following status: 0."
"2025-08-24 6:14:26 PM","Information","Service Control Manager","1073748869","A service was installed in the system.

Service Name:  Service for Realtek HD Audio (WDM)
Service File Name:  \SystemRoot\system32\drivers\RTKVHD64.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
"2025-08-24 6:14:27 PM","Information","Microsoft-Windows-WindowsUpdateClient","19","Installation Successful: Windows successfully installed the following update: Realtek Semiconductor Corp. - Audio Device, Other hardware - Realtek High Definition Audio"
"2025-08-24 6:14:52 PM","Information","Service Control Manager","1073748864","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"2025-08-24 6:15:05 PM","Information","Microsoft-Windows-WindowsUpdateClient","43","Installation Started: Windows has started installing the following update: Dynabook Inc. - HIDClass - 9.8.2.0"
"2025-08-24 6:15:05 PM","Information","Microsoft-Windows-WindowsUpdateClient","44","Windows Update started downloading an update."
"2025-08-24 6:15:06 PM","Information","Service Control Manager","1073748869","A service was installed in the system.

Service Name:  dynabook Hotkey Driver
Service File Name:  \SystemRoot\System32\drivers\Thotkey.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
"2025-08-24 6:15:07 PM","Information","Microsoft-Windows-WindowsUpdateClient","19","Installation Successful: Windows successfully installed the following update: Dynabook Inc. - HIDClass - 9.8.2.0"
"2025-08-24 6:16:14 PM","Information","Microsoft-Windows-WindowsUpdateClient","44","Windows Update started downloading an update."
"2025-08-24 6:17:14 PM","Information","Microsoft-Windows-WindowsUpdateClient","43","Installation Started: Windows has started installing the following update: Dynabook Inc. - System - 1.6.1.2"
"2025-08-24 6:17:15 PM","Information","Service Control Manager","1073748869","A service was installed in the system.

Service Name:  DSDTabletControlService
Service File Name:  %SystemRoot%\System32\DriverStore\FileRepository\dsrvctldrv.inf_amd64_9a8e578dc9a18977\DSDTabSysSvc.exe
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
"2025-08-24 6:17:15 PM","Information","Service Control Manager","1073748869","A service was installed in the system.

Service Name:  dynabook Function Key control service
Service File Name:  %SystemRoot%\System32\DriverStore\FileRepository\dsrvctldrv.inf_amd64_9a8e578dc9a18977\DSDFunctionKeyCtlService.exe
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
"2025-08-24 6:17:15 PM","Information","Service Control Manager","1073748869","A service was installed in the system.

Service Name:  DSDWirelessLEDCtlService
Service File Name:  %SystemRoot%\System32\DriverStore\FileRepository\dsrvctldrv.inf_amd64_9a8e578dc9a18977\RMService.exe
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
"2025-08-24 6:17:15 PM","Information","Service Control Manager","1073748869","A service was installed in the system.

Service Name:  dynabook Service Control Driver
Service File Name:  \SystemRoot\System32\drivers\dsrvctldrv.sys
Service Type:  kernel mode driver
Service Start Type:  system start
Service Account:  "
"2025-08-24 6:17:15 PM","Information","Service Control Manager","1073748869","A service was installed in the system.

Service Name:  dynabookSettingService
Service File Name:  %SystemRoot%\System32\DriverStore\FileRepository\dsrvctldrv.inf_amd64_9a8e578dc9a18977\dynabookSystemService.exe
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
"2025-08-24 6:17:16 PM","Information","Microsoft-Windows-WindowsUpdateClient","19","Installation Successful: Windows successfully installed the following update: Dynabook Inc. - System - 1.6.1.2"
"2025-08-24 6:17:40 PM","Information","Microsoft-Windows-WindowsUpdateClient","43","Installation Started: Windows has started installing the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.435.367.0) - Current Channel (Broad)"
"2025-08-24 6:18:04 PM","Information","Microsoft-Windows-Kernel-General","16","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'35', '\??\C:\Windows\system32\Config\Elam', '2', '1'"
"2025-08-24 6:18:08 PM","Information","Microsoft-Windows-WindowsUpdateClient","19","Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.435.367.0) - Current Channel (Broad)"
"2025-08-24 6:19:38 PM","Information","Service Control Manager","1073748864","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start."
"2025-08-24 6:20:37 PM","Warning","DCOM","10016","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'application-specific', 'Local', 'Activation', '{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}', '{15C20B67-12E7-4BB6-92BB-7AFF07997402}', 'DESKTOP-RVD6TK8', 'User', 'S-1-5-21-2059432068-349761349-3478041169-1001', 'LocalHost (Using LRPC)', 'Unavailable', 'Unavailable'"
"2025-08-24 6:21:38 PM","Information","Service Control Manager","1073748864","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"2025-08-24 6:22:03 PM","Information","Microsoft-Windows-Kernel-General","15","The description for Event ID '15' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'41', '\??\C:\Windows\System32\config\COMPONENTS', '28430336', '28368896'"
"2025-08-24 6:22:43 PM","Information","Microsoft-Windows-Kernel-General","16","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'114', '\??\C:\Users\User\AppData\Local\Packages\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy\Settings\settings.dat', '3', '1'"
"2025-08-24 6:24:31 PM","Information","Microsoft-Windows-Time-Service","158","The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well."
"2025-08-24 6:24:47 PM","Warning","DCOM","10016","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'application-specific', 'Local', 'Activation', '{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}', '{15C20B67-12E7-4BB6-92BB-7AFF07997402}', 'DESKTOP-RVD6TK8', 'User', 'S-1-5-21-2059432068-349761349-3478041169-1001', 'LocalHost (Using LRPC)', 'Unavailable', 'Unavailable'"
"2025-08-24 6:25:15 PM","Information","Service Control Manager","1073748869","A service was installed in the system.

Service Name:  Google Updater Service (GoogleUpdaterService141.0.7340.0)
Service File Name:  ""C:\Program Files (x86)\Google\GoogleUpdater\141.0.7340.0\updater.exe"" --system --windows-service --service=update
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
"2025-08-24 6:25:15 PM","Information","Service Control Manager","1073748869","A service was installed in the system.

Service Name:  Google Updater Internal Service (GoogleUpdaterInternalService141.0.7340.0)
Service File Name:  ""C:\Program Files (x86)\Google\GoogleUpdater\141.0.7340.0\updater.exe"" --system --windows-service --service=update-internal
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
"2025-08-24 6:25:18 PM","Information","Microsoft-Windows-Kernel-General","16","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'95', '\??\C:\Users\User\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\Settings\settings.dat', '3', '1'"
"2025-08-24 6:25:18 PM","Information","Microsoft-Windows-Kernel-General","16","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'100', '\??\C:\Users\User\AppData\Local\Packages\Microsoft.WindowsAlarms_8wekyb3d8bbwe\Settings\settings.dat', '3', '1'"
"2025-08-24 6:25:36 PM","Information","Service Control Manager","1073748864","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start."
"2025-08-24 6:26:31 PM","Information","Service Control Manager","1073748869","A service was installed in the system.

Service Name:  Google Chrome Elevation Service (GoogleChromeElevationService)
Service File Name:  ""C:\Program Files\Google\Chrome\Application\139.0.7258.139\elevation_service.exe""
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
